id,rle_mask
a78aa61c59,35 43 135 45 235 46 336 45 437 45 538 45 639 44 739 45 840 45 941 44 1042 44 1143 43 1244 43 1344 43 1445 43 1546 43 1647 43 1692 1 1748 43 1792 2 1848 47 1949 47 2050 48 2151 48 2252 48 2353 48 2454 49 2555 49 2656 49 2757 49 2858 49 2959 49 3060 49 3161 49 3262 50 3363 50 3464 50 3565 50 3666 50 3767 49 3868 49 3969 49 4069 49 4170 45 4217 1 4270 45 4371 45 4471 45 4572 45 4672 46 4773 45 4874 45 4974 46 5075 46 5176 46 5277 46 5378 46 5478 47 5579 47 5680 47 5780 48 5881 48 5982 49 6083 49 6183 50 6284 50 6385 50 6486 50 6587 50 6688 50 6789 49 6890 49 6991 49 7093 48 7194 48 7295 48 7396 48 7497 48 7598 47 7700 46 7801 46 7902 46 8004 45 8106 43 8207 43 8309 42 8411 41 8513 39 8616 37 8719 35 8823 31 8925 30 9026 30 9128 28 9229 28 9331 26 9433 25 9535 23 9637 22 9738 21 9840 18 9942 15 10043 14 10146 9
a78ec4f628,
a792976d83,3229 3 3326 8 3405 30 3472 13 3488 48 3560 77 3655 83 3753 86 3852 88 3949 92 4048 94 4147 96 4244 5156 9405 97 9508 95 9611 89 9701 4 9714 87 9804 2 9817 85 9906 1 9920 83 10023 78 10102 2 10126 76
a79de081cf,
a79de3a9cd,6137 5 6236 8 6336 10 6436 11 6535 14 6635 15 6734 17 6834 18 6935 18 7035 19 7135 20 7236 20 7336 21 7436 23 7536 24 7636 25 7736 26 7837 26 7937 28 8037 29 8068 1 8138 29 8168 3 8238 34 8338 35 8439 35 8539 36 8640 36 8740 37 8841 37 8942 37 9042 38 9143 38 9243 38 9344 38 9445 38 9546 38 9647 37 9747 38 9848 38 9949 37 10051 35 10152 33
a79f8ad5ea,7 95 106 97 205 99 306 99 407 99 508 99 609 99 710 99 811 99 912 99 1014 98 1115 98 1217 97 1319 96 1421 95 1522 95 1624 94 1725 94 1826 94 1926 95 2027 95 2128 95 2230 94 2331 94 2432 94 2534 93 2635 93 2736 93 2838 92 2939 92 3040 92 3141 92 3242 92 3343 92 3444 92 3545 92 3646 92 3747 92 3847 93 3948 93 4049 93 4150 93 4250 94 4351 94 4451 95 4552 95 4652 96 4753 96 4854 96 4955 96 5055 97 5156 97 5257 97 5358 97 5458 98 5558 99 5658 100 5759 403 6163 100 6264 100 6365 100 6466 100 6567 100 6668 100 6769 100 6871 99 6972 99 7073 99 7175 98 7277 97 7378 97 7479 97 7580 97 7679 99 7779 1110 8890 100 8991 100 9093 99 9195 98 9296 98 9397 98 9498 98 9599 98 9700 98 9802 97 9903 97 10003 98 10105 97
a7a29c02d9,23 58 123 59 224 60 325 59 426 59 527 59 628 59 729 60 831 59 932 59 1033 59 1134 60 1235 60 1336 60 1438 59 1539 59 1640 59 1741 59 1842 59 1942 60 2043 60 2144 61 2244 62 2345 61 2446 61 2546 62 2646 63 2747 63 2847 64 2947 65 3047 66 3147 67 3247 68 3347 69 3447 70 3547 71 3647 72 3748 72 3848 73 3947 75 4047 76 4147 77 4248 76 4348 77 4449 77 4549 78 4649 79 4749 80 4849 80 4950 80 5051 80 5152 79 5253 79 5354 79 5455 78 5556 78 5657 78 5758 78 5859 78 5960 77 6061 77 6162 77 6263 77 6364 76 6465 76 6566 76 6667 76 6768 76 6869 76 6970 76 7071 76 7172 76 7273 76 7374 76 7475 77 7576 77 7677 77 7778 77 7879 77 7981 76 8083 75 8185 74 8287 73 8389 72 8490 72 8592 71 8693 70 8794 70 8896 69 8997 69 9099 68 9201 67 9303 66 9405 65 9507 64 9609 63 9711 62 9813 61 9914 61 10016 60 10118 59
a7a3075a1c,
a7a4bdce55,
a7a66e306b,
a7ad37eda1,24 75 123 78 223 80 323 82 423 83 523 84 622 86 721 88 818 92 916 95 1013 99 1113 4746 5861 99 5968 93 6074 88 6179 84 6283 81 6390 75 6499 67 6603 64 6708 60 6812 57 6917 53 7025 46 7135 37 7244 29 7350 24 7454 21 7558 18 7661 16 7765 13 7870 9 7975 4
a7b439c134,1 78 102 79 203 79 304 78 405 79 506 78 607 77 708 75 809 73 910 71 1011 68 1112 64 1213 59 1314 55 1415 51 1516 39 1617 38 1718 37 1819 36 1920 36 2021 35 2122 35 2223 34 2324 33 2425 33 2526 32 2627 31 2728 31 2829 30 2930 29 3031 29 3132 28 3233 26 3334 24 3435 21 3536 19 3637 17 3738 16 3839 15 3940 14 4041 13 4142 12 4243 11 4344 9 4445 7
a7b5999db2,1956 3 2056 7 2156 10 2256 12 2358 11 2458 12 2559 12 2659 13 2759 15 2860 15 2962 14 3064 12 3167 3 3174 1 3563 1 3664 2 3765 1 3958 3 4058 5 4065 3 4158 12 4259 12 4360 13 4461 13 4562 13 4663 13 4764 12 4865 10 4967 8 5068 2 5072 3
a7c05c669a,
a7c1278674,2425 7 2526 11 2627 13 2728 17 2829 22 2930 27 3031 30 3132 32 3233 33 3334 34 3435 35 3536 36 3637 36 3738 37 3839 39 3940 40 4041 41 4142 42 4243 42 4344 42 4445 43 4546 44 4647 46 4748 49 4849 51 4950 54 5051 55 5152 57 5253 59 5354 62 5455 64 5556 66 5657 70 5758 74 5859 77 5960 79 6061 81 6162 83 6263 84 6364 84 6465 85 6566 86 6667 86 6768 86 6869 87 6970 89 7071 91 7172 92 7273 93 7374 94 7475 96 7576 97 7677 98 7778 98 7879 100 7980 2222
a7c572c021,
a7c5bb3d9a,
a7c7cbca6d,1 88 102 89 203 90 304 91 405 91 506 92 607 92 708 92 809 92 910 92 1011 93 1112 93 1213 93 1314 93 1415 92 1516 91 1617 91 1718 90 1819 89 1920 89 2021 88 2122 86 2223 85 2324 85 2425 85 2526 85 2627 86 2728 87 2829 88 2930 89 3031 90 3132 91 3233 92 3334 93 3435 94 3536 95 3637 96 3738 96 3839 97 3940 97 4041 98 4142 98 4243 99 4344 99 4445 99 4546 100 4647 100 4748 1818 6569 98 6673 95 6776 93 6879 91 6982 89 7085 87 7189 84 7294 80 7399 76 7502 74 7604 73 7705 73 7807 72 7908 72 8010 71 8111 71 8213 70 8314 70 8416 69 8517 69 8619 68 8721 67 8822 67 8924 66 9025 66 9126 66 9227 66 9329 65 9430 65 9530 66 9631 66 9733 65 9834 65 9935 65 10036 65 10137 65
a7c88d0eb0,1 100 102 2424 2528 99 2630 98 2733 96 2837 93 2942 89 3047 85 3151 82 3257 77 3361 74 3465 71 3568 69 3672 66 3775 64 3879 61 3983 58 4090 52 4194 49 4297 47 4400 45 4504 42 4608 39 4712 36 4818 31 4924 15 4941 9 5045 6
a7c93f1649,
a7c9e07706,1 2424 2426 2 2442 84 2557 4 2567 2 2574 52 2691 25 2801 2
a7c9f89610,1 3231 3233 98 3334 96 3435 91 3536 89 3637 87 3738 83 3839 81 3940 79 4041 76 4142 74 4243 73 4344 70 4445 69 4546 67 4647 66 4748 65 4849 63 4950 60 5051 56 5152 52 5253 47 5354 42 5455 37 5556 34 5657 32 5758 29 5859 27 5960 25 6061 22 6162 20 6263 17 6364 16 6465 13 6566 10 6667 8 6768 6 6869 3
a7d56ddaf1,1 42 102 42 203 43 304 43 405 43 506 43 607 43 708 43 809 43 910 43 1011 43 1112 43 1213 42 1314 41 1415 40 1516 39 1617 39 1718 38 1819 37 1920 37 2021 36 2122 36 2223 36 2324 36 2425 37 2526 37 2627 37 2728 37 2829 37 2930 37 3031 37 3132 37 3233 36 3334 36 3435 35 3536 35 3637 34 3738 34 3839 34 3940 34 4041 34 4142 34 4243 35 4344 35 4445 36 4546 37 4647 37 4748 38 4849 38 4950 38 5051 38 5152 38 5253 38 5354 39 5455 39 5556 40 5657 40 5758 41 5859 41 5960 41 6061 41 6162 41 6263 41 6364 40 6465 40 6566 40 6667 40 6768 40 6869 40 6970 39 7071 39 7172 39 7273 39 7374 39 7475 39 7576 39 7677 39 7778 39 7879 39 7980 39 8081 39 8182 39 8283 39 8384 39 8485 39 8586 39 8687 39 8788 39 8889 39 8990 39 9091 40 9192 40 9293 40 9394 40 9495 41 9596 42 9697 42 9798 43 9899 43 10000 43 10101 42
a7dbfe6a12,35 67 135 68 236 68 337 68 438 68 539 68 640 68 741 68 842 68 943 68 1044 68 1145 68 1246 68 1347 68 1447 69 1548 69 1649 69 1750 69 1851 69 1951 70 2052 70 2153 70 2253 71 2354 71 2455 71 2555 72 2656 72 2757 72 2858 72 2959 72 3060 72 3161 72 3262 72 3362 73 3463 73 3564 73 3665 73 3766 73 3866 74 3967 74 4068 74 4168 75 4269 75 4370 75 4471 75 4572 75 4674 74 4775 74 4876 74 4978 73 5079 73 5180 73 5282 72 5383 72 5484 72 5585 72 5687 71 5788 71 5889 71 5990 71 6091 71 6193 70 6294 70 6395 70 6496 70 6597 70 6698 70 6799 70 6901 69 7002 69 7103 69 7204 69 7305 69 7406 69 7507 69 7608 69 7710 68 7811 68 7912 68 8013 68 8114 68 8215 68 8316 68 8417 68 8518 68 8619 68 8720 68 8821 68 8922 68 9023 68 9124 68 9225 68 9326 68 9427 68 9528 68 9629 68 9730 68 9831 68 9933 67 10034 67 10135 67
a7ddfa3911,
a7e060fec7,
a7e191ebc4,79 23 180 23 280 24 381 24 482 24 583 24 684 24 785 24 886 24 987 24 1088 24 1189 24 1291 23 1392 23 1496 20 1599 18 1701 17 1803 16 1905 15 2008 13 2110 12 2212 11 2314 10 2416 9 2518 8 2620 7
a7e5a56e0f,
a7ea4ad918,
a7ec866668,
a7f209b6d9,
a7f6142fa0,
a7f7930f3c,
a7fad8af86,
a7fbaa2e3a,1 72 102 73 203 73 304 74 405 74 506 74 607 75 708 75 809 72 910 71 1011 71 1112 71 1213 71 1314 71 1415 72 1516 72 1617 72 1718 73 1819 74 1920 74 2021 74 2122 74 2223 73 2324 72 2425 72 2526 71 2627 70 2728 69 2829 68 2930 67 3031 65 3132 64 3233 61 3334 58 3435 54 3536 51 3637 46 3738 43 3839 41 3940 39 4041 38 4142 36 4243 35 4344 34 4445 33 4546 32 4647 31 4748 30 4849 30 4950 29 5051 28 5152 28 5253 27 5354 26 5455 25 5556 25 5657 23 5758 22 5859 21 5960 20 6061 18 6162 17 6263 16 6364 15 6465 14 6566 13 6667 12 6768 12 6869 11 6971 8
a7fcafee63,6361 3 6460 5 6560 6 6659 8 6759 9 6859 10 6959 11 7058 13 7158 14 7258 15 7358 16 7458 17 7558 18 7659 18 7760 18 7861 18 7962 18 8063 18 8163 19 8264 19 8365 19 8466 19 8566 20 8667 20 8768 20 8868 21 8968 22 9068 23 9168 24 9268 25 9368 26 9467 28 9567 29 9667 30 9768 30 9868 31 9968 32 10069 32 10170 32
a7fdcba6e8,
a80109c813,97 5 198 5 298 6 399 6 499 7 599 8 699 9 799 10 899 11 999 12 1099 13 1199 14 1299 15 1400 15 1500 16 1600 17 1701 17 1801 18 1901 19 2002 19 2102 20 2203 20 2303 21 2404 21 2504 22 2605 22 2706 22 2806 23 2907 23 3007 24 3108 24 3208 25 3309 25 3409 26 3509 27 3610 27 3710 28 3811 28 3911 29 4012 29 4112 30 4213 30 4313 31 4414 31 4515 31 4615 32 4716 32 4817 32 4917 33 5018 33 5118 34 5219 34 5320 34 5420 35 5521 35 5621 36 5722 36 5823 36 5924 36 6024 37 6125 37 6225 38 6326 38 6427 38 6528 38 6629 38 6729 39 6830 39 6931 39 7031 40 7132 40 7232 41 7333 41 7433 42 7534 42 7635 42 7735 43 7836 43 7936 44 8037 44 8137 45 8238 45 8338 46 8439 46 8540 46 8640 47 8741 47 8841 48 8942 48 9043 48 9143 49 9244 49 9344 50 9445 50 9545 51 9646 51 9747 51 9848 51 9949 51 10049 52 10151 51
a80973d210,4537 8 4634 13 4732 16 4829 20 4927 23 5011 40 5072 13 5100 52 5166 87 5257 4945
a81b4d2453,6705 28 6803 40 6902 47 7002 51 7102 54 7203 56 7304 58 7404 62 7504 70 7605 72 7705 73 7806 73 7907 73 8008 73 8109 73 8210 73 8311 73 8412 73 8513 73 8614 73 8715 73 8816 73 8917 73 9017 74 9118 74 9219 74 9320 74 9421 74 9522 74 9623 74 9724 74 9825 74 9927 73 10028 73 10130 72
a81fe70c11,5350 3 5447 8 5544 12 5640 17 5736 22 5829 30 5924 36 6021 40 6118 44 6214 49 6311 53 6408 57 6504 62 6599 68 6697 71 6794 75 6891 79 6988 83 7087 85 7185 88 7284 90 7382 93 7480 96 7577 2625
a82d7959b3,
a82ea3864e,56 46 157 46 257 47 359 46 460 46 562 45 663 45 765 44 866 44 967 44 1068 44 1170 43 1271 43 1372 43 1474 42 1575 42 1676 42 1777 42 1878 42 1979 42 2080 42 2181 42 2282 42 2382 43 2483 43 2584 43 2685 43 2786 43 2887 43 2988 43 3089 43 3189 44 3290 44 3391 44 3491 45 3592 45 3692 46 3793 46 3893 47 3994 47 4094 48 4195 48 4296 48 4397 48 4498 48 4598 49 4699 49 4800 49 4900 50 5000 51 5101 51 5201 52 5301 53 5402 53 5503 53 5603 54 5704 54 5805 54 5905 55 6006 55 6107 55 6209 54 6310 54 6411 54 6512 54 6614 53 6715 53 6816 53 6918 52 7019 52 7121 51 7222 51 7324 50 7425 50 7526 50 7628 49 7729 49 7830 49 7931 49 8032 49 8134 48 8235 48 8336 48 8438 47 8539 47 8641 46 8742 46 8844 45 8945 45 9046 45 9148 44 9249 44 9350 44 9452 43 9553 43 9654 43 9756 42 9857 42 9958 42 10059 42 10160 42
a8336f8463,507 8 607 11 708 13 809 14 910 16 1011 17 1112 18 1213 19 1314 20 1415 20 1516 21 1617 21 1718 22 1819 22 1920 23 2021 23 2122 23 2223 23 2324 24 2425 24 2526 24 2627 24 2728 24 2829 24 2930 24 3031 24 3132 25 3233 25 3334 25 3435 25 3536 25 3637 26 3738 26 3839 27 3940 28 4041 29 4142 30 4243 30 4344 31 4445 32 4546 33 4647 33 4748 33 4849 33 4950 33 5051 33 5152 34 5253 35 5354 35 5455 37 5556 38 5657 40 5758 41 5859 42 5960 43 6061 44 6162 46 6263 46 6364 47 6465 47 6566 48 6667 48 6768 48 6869 48 6970 49 7071 49 7172 49 7273 50 7374 51 7475 51 7576 52 7677 53 7778 54 7879 54 7980 55 8081 55 8182 56 8283 56 8384 56 8485 57 8586 59 8687 60 8788 61 8889 62 8990 63 9091 64 9192 66 9293 66 9394 66 9495 66 9596 66 9697 66 9798 66 9899 66 10000 66 10101 65
a836cef588,
a83eb8c3c0,1 3232 3236 98 3342 93 3450 86 3555 82 3659 79 3763 76 3866 74 3968 73 4072 70 4174 69 4276 68 4378 67 4481 65 4583 64 4685 63 4787 62 4889 61 4990 61 5091 61 5192 61 5293 61 5394 61 5495 61 5596 61 5697 61 5799 60 5901 59 6003 58 6107 55 6211 52 6318 46 6423 42 6527 39 6631 36 6734 34 6837 32 6941 29 7046 25 7152 20 7256 17 7358 16 7461 14 7563 13 7664 13 7767 11 7869 10 7972 8 8074 7 8177 5 8280 3
a843ccfbf7,
a848047508,256 5 352 16 449 24 545 33 608 7 643 38 708 12 739 46 809 81 910 84 1011 86 1112 88 1213 90 1314 92 1415 93 1516 95 1617 97 1718 98 1819 98 1920 99 2021 100 2122 100 2223 7979
a84af7a220,4945 4 5045 6 5144 8 5243 10 5342 12 5441 14 5542 14 5642 15 5743 15 5843 16 5944 16 6045 16 6146 16 6247 16 6348 16 6449 16 6550 16 6650 17 6751 17 6852 17 6953 17 7053 18 7153 19 7253 20 7353 21 7452 23 7551 25 7651 26 7751 27 7852 27 7952 28 8053 28 8154 28 8254 29 8355 29 8455 30 8556 30 8657 30 8758 30 8859 30 8960 30 9060 31 9161 31 9262 31 9362 32 9463 32 9563 33 9663 34 9764 34 9865 34 9966 34 10067 34 10168 34
a84bb18e9f,1 3232 3234 100 3336 99 3438 98 3541 96 3643 95 3744 95 3845 95 3947 94 4048 94 4149 94 4251 93 4352 93 4454 92 4556 91 4658 90 4760 89 4863 87 4966 85 5068 84 5170 83 5272 82 5373 82 5474 82 5574 83 5674 84 5773 86 5872 88 5971 90 6070 92 6169 94 6269 95 6369 96 6469 97 6569 98 6669 99 6769 3433
a856815b31,
a85d0a35b4,
a8718f10cc,
a87b3fe6b0,
a87c29bf6b,1 31 102 31 203 32 304 31 405 31 506 30 607 27 708 22
a8876c27ca,5048 3 5148 4 5247 6 5346 8 5445 10 5544 12 5642 15 5741 17 5840 19 5939 21 6037 24 6136 26 6235 28 6335 29 6435 30 6535 31 6635 32 6735 33 6835 34 6935 35 7035 36 7135 37 7236 37 7336 38 7437 38 7538 38 7639 38 7740 38 7841 38 7942 38 8043 38 8143 39 8244 39 8345 39 8446 39 8547 39 8648 39 8749 39 8850 39 8951 39 9052 39 9153 39 9254 39 9355 39 9456 39 9558 38 9659 38 9760 38 9861 38 9962 38 10064 37 10165 37
a889481fa2,95 7 196 7 297 7 398 7 499 7 600 7 701 7 802 7 903 7 1004 7 1105 7 1206 7 1307 7 1407 8 1508 8 1608 9 1708 10 1809 10 1909 11 2009 12 2110 12 2211 12 2312 12 2413 12 2514 12 2615 12 2715 13 2816 13 2917 13 3018 13 3118 14 3219 14 3320 14 3421 14 3522 14 3622 15 3723 15 3824 15 3925 15 4026 15 4127 15 4228 15 4329 15 4430 15 4531 15 4632 15 4733 15 4835 14 4936 14 5037 14 5139 13 5240 13 5341 13 5443 12 5544 12 5644 13 5745 13 5845 14 5946 14 6046 15 6146 16 6246 17 6347 17 6447 18 6548 18 6648 19 6749 19 6850 19 6952 18 7053 18 7155 17 7257 16 7358 16 7460 15 7561 15 7663 14 7764 14 7866 13 7967 13 8068 13 8170 12 8271 12 8373 11 8474 11 8575 11 8677 10 8778 10 8880 9 8982 8 9083 8 9185 7 9287 6
a88b9fb912,1 48 102 50 203 50 304 51 405 52 506 52 607 53 708 53 809 53 910 53 1011 53 1112 53 1213 52 1314 51 1415 50 1516 49 1617 47 1718 46 1819 45 1920 44 2021 44 2122 44 2223 44 2324 45 2425 45 2526 46 2627 46 2728 46 2829 46 2930 46 3031 45 3132 45 3233 44 3334 43 3442 35 3552 24 3657 18 3761 14 3863 13 3964 14 4065 16 4166 17 4266 20 4367 28 4468 31 4569 33 4669 35 4770 37 4871 38 4972 39 5074 39 5176 38 5279 37 5382 36 5484 36 5586 35 5689 34 5791 33 5892 33 5993 34 6095 33 6196 34 6297 34 6398 34 6500 34 6601 35 6702 35 6803 36 6905 35 7006 36 7107 37 7209 37 7310 38 7411 39 7513 39 7614 40 7716 40 7817 41 7919 41 8020 41 8122 40 8224 39 8325 40 8427 39 8528 39 8630 38 8731 38 8832 38 8933 39 9034 40 9135 44 9236 55 9337 57 9438 57 9539 57 9640 57 9742 56 9842 57 9943 57 10044 57 10146 56
a88d46d451,
a8921964e8,
a89c8b991c,3607 6 3629 7 3691 47 3785 54 3881 59 3941 11 3969 6233
a89e1ab744,
a89f111730,
a8a109908e,2686 4 2784 10 2883 14 2982 18 3082 21 3182 24 3282 27 3383 30 3484 32 3584 35 3685 38 3785 44 3886 50 3987 53 4087 55 4188 55 4288 56 4388 57 4488 58 4588 59 4688 60 4789 60 4889 61 4990 61 5090 62 5191 62 5292 62 5393 62 5493 63 5594 63 5695 63 5796 63 5897 63 5999 62 6100 62 6201 62 6302 62 6403 62 6506 60 6608 59 6710 58 6811 58 6912 58 7014 57 7115 57 7216 57 7317 57 7419 56 7520 56 7621 56 7722 56 7823 56 7924 56 8025 56 8126 56 8227 56 8328 56 8429 56 8530 56 8630 57 8731 57 8832 57 8933 57 9034 57 9135 57 9236 57 9337 57 9438 57 9539 57 9640 57 9741 57 9842 57 9943 57 10044 57 10146 56
a8a6d20d45,2419 4 2502 4 2509 2 2518 8 2600 27 2700 28 2801 28 2901 29 3002 29 3102 30 3203 30 3304 30 3405 30 3507 29 3608 29 3709 29 3811 28 3913 27 4015 26 4118 24 4220 23 4322 22 4424 21 4527 19 4629 18 4731 17 4833 16 4935 15 5036 15 5138 14 5240 13 5342 12 5444 11 5546 10 5647 10 5749 9 5850 9 5951 9 6053 8 6154 8 6255 8 6356 8 6457 8 6559 7 6660 7 6761 7 6862 7 6964 6 7065 6 7167 5 7269 4 7371 3
a8a86d7d11,
a8a8e4949b,72 30 173 30 273 31 374 31 476 30 577 30 678 30 779 30 881 29 982 29 1083 29 1184 29 1285 29 1386 29 1487 29 1588 29 1689 29 1790 29 1891 29 1993 28 2094 28 2196 27 2298 26 2400 25 2503 23 2605 22 2708 20 2811 18 2914 16 3016 15 3119 13 3223 10 3326 8 3428 7 3530 6 3631 6 3733 5 3834 5 3935 5 4036 5 4137 5 4238 5 4339 5 4440 5 4540 6 4641 6 4742 6 4842 7 4943 7 5043 8 5144 8 5244 9 5345 9 5446 9 5546 10 5647 10 5747 11 5847 12 5947 13 6048 13 6148 14 6249 14 6350 14 6451 14 6552 14 6654 13 6755 13 6857 12 6959 11 7061 10 7163 9 7266 6
a8aa087faa,
a8aa1d5b64,5153 19 5253 24 5354 26 5455 28 5556 30 5657 32 5758 34 5859 36 5960 37 6061 39 6162 41 6263 42 6364 43 6465 45 6566 46 6667 47 6768 48 6869 49 6970 51 7071 52 7172 52 7273 53 7374 54 7475 55 7576 56 7677 57 7778 58 7879 60 7980 62 8081 63 8182 65 8283 66 8384 67 8485 68 8586 69 8687 69 8788 69 8889 69 8990 69 9091 69 9192 68 9293 68 9394 67 9495 67 9596 67 9697 67 9798 67 9899 67 10000 67 10101 67
a8ab7eba73,1 81 102 82 203 82 304 82 405 82 506 82 607 82 708 81 809 80 910 77 1011 75 1112 74 1213 74 1314 73 1415 73 1516 73 1617 72 1718 72 1819 72 1920 72 2021 72 2122 72 2223 71 2324 71 2425 71 2526 70 2627 70 2728 70 2829 70 2930 70 3031 70 3132 70 3233 70 3334 71 3435 71 3536 71 3637 71 3738 71 3839 71 3940 71 4041 71 4142 71 4243 70 4344 70 4445 70 4546 70 4647 70 4748 70 4849 70 4950 70 5051 70 5152 70 5253 70 5354 70 5455 70 5556 71 5657 71 5758 71 5859 71 5960 71 6061 71 6162 71 6263 71 6364 71 6465 71 6566 71 6667 71 6768 71 6869 71 6970 72 7071 72 7172 72 7273 72 7374 72 7475 72 7576 72 7677 72 7778 72 7879 72 7980 72 8081 72 8182 72 8283 72 8384 71 8485 71 8586 71 8687 71 8788 71 8889 71 8990 71 9091 71 9192 71 9293 71 9394 71 9495 71 9596 71 9697 71 9798 70 9899 70 10000 70 10101 70
a8ae93258c,4238 4 4336 8 4432 13 4528 18 4626 21 4723 25 4821 28 4920 30 5017 34 5116 36 5215 38 5313 41 5411 44 5510 46 5609 48 5707 51 5805 54 5904 56 6004 57 6103 59 6202 61 6302 62 6401 64 6501 65 6601 66 6702 66 6802 67 6902 68 7003 68 7103 69 7203 70 7304 70 7404 71 7504 72 7605 72 7706 72 7806 73 7907 73 8007 74 8108 74 8209 74 8310 74 8411 74 8512 74 8612 75 8713 75 8814 75 8915 75 9016 75 9117 75 9217 76 9318 76 9419 76 9520 76 9621 76 9722 76 9823 76 9925 75 10026 75 10128 74
a8afc6de39,
a8b1c4d814,
a8bb069a39,1211 2 1311 3 1411 4 1511 5 1611 6 1712 6 1812 7 1912 8 2012 9 2112 10 2212 11 2312 12 2412 13 2512 14 2612 15 2713 15 2813 16 2914 16 3014 17 3115 17 3216 17 3317 17 3418 17 3519 17 3619 18 3721 17 3822 17 3923 17 4023 18 4125 17 4225 18 4326 18 4427 18 4528 18 4629 18 4729 19 4830 19 4931 19 5031 20 5132 20 5232 21 5333 21 5434 21 5535 21 5636 21 5737 21 5838 21 5939 21 6040 21 6142 20 6243 20 6344 20 6445 20 6546 20 6646 21 6747 21 6848 21 6949 21 7050 21 7151 21 7252 21 7353 21 7454 21 7554 22 7655 22 7756 22 7857 22 7957 23 8058 23 8158 24 8259 24 8359 25 8460 25 8560 26 8660 27 8761 27 8861 28 8962 28 9062 29 9163 29 9263 30 9364 30 9465 30 9565 31 9666 31 9767 31 9868 31 9969 31 10070 31 10172 30
a8bc163db6,
a8c12329c4,
a8c33b125c,1 70 102 71 203 72 304 73 405 74 506 77 607 78 708 81 809 84 910 85 1011 87 1112 88 1213 89 1314 90 1415 91 1516 92 1617 93 1718 94 1819 94 1920 95 2021 96 2122 96 2223 97 2324 97 2425 98 2526 99 2627 99 2728 100 2829 7372
a8c3aafd2a,
a8c5ce8f72,
a8cf94648e,
a8d437f870,
a8da16b97c,1 1311 1314 95 1415 93 1516 90 1617 85 1718 81 1819 79 1920 77 2021 73 2122 65 2223 61 2324 59 2425 56 2526 53 2627 51 2728 48 2829 45 2930 42 3031 41 3132 40 3233 40 3334 40 3435 39 3536 39 3637 39 3738 39 3839 39 3940 39 4041 39 4142 39 4243 39 4344 39 4445 38 4546 37 4647 36 4748 35 4849 34 4950 32 5051 30 5152 28 5253 26 5354 24 5455 22 5556 20 5657 19 5758 18 5859 16 5960 15 6061 14 6162 14 6263 13 6364 12 6465 12 6566 11 6667 11 6768 10 6869 9 6970 8 7071 7 7173 4
a8dd12fde3,1 6461 6465 91 6566 82 6667 78 6768 74 6869 70 6970 68 7071 67 7172 66 7273 65 7374 64 7475 64 7576 63 7677 63 7778 62 7879 62 7980 62 8081 61 8182 61 8283 61 8384 61 8485 60 8586 60 8687 60 8788 60 8889 60 8990 59 9091 59 9192 58 9293 58 9394 57 9495 57 9596 57 9697 56 9798 56 9899 56 10000 55 10101 55
a8e26c8317,
a8e3c96ae3,1 70 102 70 203 71 304 71 405 71 506 72 607 72 708 72 809 72 910 72 1011 72 1112 72 1213 72 1314 71 1415 71 1516 71 1617 71 1718 70 1819 70 1920 69 2021 68 2122 66 2223 65 2324 64 2425 63 2526 62 2627 61 2728 61 2829 61 2930 61 3031 61 3132 61 3233 61 3334 61 3435 60 3536 60 3637 58 3738 56 3839 54 3940 53 4041 50 4142 48 4243 46 4344 45 4445 43 4546 42 4647 41 4748 40 4849 38 4950 37 5051 35 5152 33 5253 31 5354 28 5455 25 5556 22 5657 17 5758 12 5859 10 5961 6
a8e3f97611,
a8e62d2504,
a8ee53877f,1 8080 8084 10 8097 1 8102 80 8208 75 8312 72 8415 70 8518 68 8621 66 8725 63 8828 61 8932 58 9037 54 9141 51 9244 49 9348 46 9451 44 9554 42 9656 41 9760 38 9863 36 9968 6 9982 18 10084 17 10187 15
a8f6cd5b49,5004 10 5101 15 5193 24 5288 30 5382 37 5479 40 5577 43 5676 45 5774 48 5872 50 5969 54 6065 59 6163 62 6263 63 6364 62 6465 62 6566 60 6667 59 6768 57 6869 54 6970 50 7071 43 7172 33 7273 26 7374 20 7475 17 7580 8
a8fe8b9306,1 17 102 18 203 18 304 18 405 18 506 18 607 18 708 18 809 18 910 18 1011 18 1112 18 1213 19 1314 19 1415 19 1516 19 1617 20 1718 20 1819 20 1920 20 2021 20 2122 21 2223 21 2324 21 2425 21 2526 21 2627 21 2728 21 2829 21 2930 21 3031 21 3132 21 3233 21 3334 21 3435 21 3536 22 3637 22 3738 22 3839 22 3940 22 4041 23 4142 23 4243 23 4344 23 4445 23 4546 23 4647 23 4748 23 4849 23 4950 23 5051 23 5152 23 5253 23 5354 23 5455 23 5556 24 5657 24 5758 23 5859 23 5960 24 6061 24 6162 23 6263 23 6364 24 6465 23 6566 24 6667 24 6768 24 6869 24 6970 24 7071 24 7172 24 7273 24 7374 24 7475 24 7576 24 7677 24 7778 25 7879 25 7980 25 8081 24 8182 24 8283 24 8384 24 8485 24 8586 24 8687 24 8788 24 8889 24 8990 24 9091 24 9192 24 9293 24 9394 24 9495 25 9596 25 9697 25 9798 25 9899 25 10000 25 10101 24
